#,"Year 1","Year 2","Year 3","Year 4","Year 5",Selected,Active,Barcode(s),"Asset Type",Consumable,"Asset Name","Asset Description","Bin Location","Pick Number",Campus,Building,Room,Zone,Category,"Custom Label and Max booking limit",Course,Store
598,No,No,No,No,No,No,Yes,Studio1FLSpare,0,No,"Soundcraft Si Performer","T22-fader console with 24 local mic pre-amps, 64 mixer paths, MADI multicore, and 32-channel stage box
Lives in the Studio 1 Percussion cupboard - when booking this item the key cabinet will release the Studio 1 Floor key to you at the booking time.",,,,P.A.T.S,PA28,,,,,
599,No,Yes,No,Yes,Yes,Yes,Yes,DMM00626,0,No,"Sound Devices 788T","Kit contains 
Sound Devices 788T + battery
1 x TC in (Green F/XLR to LEMO)
1 x TC out (Red M/XLR to LEMO)
1x Mini F/XLR to 3.5 jack
1x F/XLR to BNC
1 x TC systems In DIN to LEMO
1 x systems TC Out DIN to LEMO
4 x F/XLR to Mini F/XLR
2x Mini F/XLR to M/XLR
1 x 3.5 jack Headphone Splitter",,,"Stag Hill",AC,04AC01,,"Portable Recorders",,,
600,Yes,Yes,No,Yes,Yes,Yes,Yes,"DMM00326, DMM00332, DMM00338, DMM00344, DMM00350, DMM00357",0,No,"Sound Devices MixPre-6","Contains
1x Camcade Sound Devices Recorder Bag
1x MX L-Mount Battery Sled
2x DVF 550 Batteries
1x USB C to twin USB A Cable",,,"Stag Hill",AC,04AC01,,"Portable Recorders",,,
601,No,No,No,No,No,No,Yes,DMM00102,0,No,"Soundfield ST450","Ambisonic microphone with stereo and B-format outputs.",,,,P.A.T.S,,B6,"Microphones, Directivity: Omni, Directivity: Cardioid, Directivity: Fig-8, Directivity: Hyper, Directivity: Sub, Type: Condenser, Brand: Soundfield",,,
602,No,No,No,No,No,No,Yes,DMM01094,0,No,"Spatial mic recording kit","Spatial mic recording kit including:
- Apple MacBook Pro running Reaper and software for mics & power supply
- 50m RJ45/Cat6 reel
- USB / Cat6 / USB converter
- Voyage Audio Spatialmic
- Zylia ZM1",,,,,,,Stock,,,
603,No,No,No,No,No,No,Yes,DMM00583,0,No,"speed ring",,,,,P.A.T.S,PA16,,,,,
604,No,No,No,No,No,No,Yes,DMM00215,0,No,"Stage Weight No. 1",,,,,P.A.T.S,,,"Microphone stands",,,
605,No,No,No,No,No,No,Yes,DMM00216,0,No,"Stage Weight No. 2",,,,,P.A.T.S,,,"Microphone stands",,,
606,No,No,No,No,No,No,Yes,DMM00217,0,No,"Stage Weight No. 3",,,,,P.A.T.S,,,"Microphone stands",,,
607,Yes,Yes,No,Yes,Yes,Yes,No,DMM01004,0,No,"Stores Collection/Return Slot","Stores Opening Times:
Monday, Tuesday, Thursday & Friday 10:00 - 11: 30 & 14:30 - 16:00
Wednesday 09:00 - 11:00
Only book 15 minutes for your slot",,,,,,,Stock,,,
608,No,No,No,No,No,No,Yes,Studio1Ctrl,1,No,"Studio 1 control (25A)","Key Number: 25A",,,"Stag Hill",PATS,,,"PATS Studios, PATS Studio 1",,,
609,No,No,No,No,No,No,Yes,Studio1Flor,1,No,"Studio 1 floor (26)","Key Number: 26",,,"Stag Hill",PATS,,,"PATS Studios, PATS Studio 1",,,
610,No,No,No,No,No,No,Yes,DMM00160,0,No,"Studio 1 headphone kit","7 x DT150 headphones with level boxes.",,,,P.A.T.S,,"Studio 1 Floor","Headphones and Headphone amps",,,
611,No,No,No,No,No,No,Yes,Std1Steinway,0,No,"Studio 1 Piano - approval required, please enter name of pianist and repertoire in Booking Notes","This piano may only be used by pianists doing their final recitals and performances or recordings by visiting professionals. It is not to be used as a rehearsal instrument and should not be prepared under any circumstances.
 
Bookings will need to be approved by Francesca Mason - please ensure at least two working days notice for this approval to be made. You will receive an email and a SiSo notification if your booking gets declined for any reason.
 
You will need to provide the following details in the Booking Notes section:
     Name of pianist
     Repertoire being performed

The key now resides in the key cabinet",,,,PATS,,,,,,
612,No,No,No,No,No,No,Yes,DMM00124,0,No,"Studio 2 Bass Amp","Mark Bass Cab and Head",,,,P.A.T.S,,"Studio 2 Floor","Monitors and Amps, Performance equipment",,,
613,No,No,No,No,No,No,Yes,DMM00122,0,No,"Studio 2 Blackstar",,,,,P.A.T.S,"Studio 2",,"Monitors and Amps, Performance equipment",,,
614,No,No,No,No,No,No,Yes,Studio2,1,No,"Studio 2 Control & Floor","Key Number: 25B",,,"Stag Hill",PATS,,,"PATS Studios, PATS Studio 2",,,
615,No,No,No,No,No,No,Yes,DMM00123,0,No,"Studio 2 Fender - Twin reverb",,,,,P.A.T.S,,,"Monitors and Amps, Performance equipment",,,
616,No,No,No,No,No,No,No,"Studio 2 Floor",1,No,"Studio 2 floor (25B)","Key Number: 25B
You must also book 'Studio 2 Control' if you want to be able to access the key to the Floor.",,,"Stag Hill",PATS,,,"PATS Studios, PATS Studio 2",,,
617,No,No,No,No,No,No,Yes,DMM00161,0,No,"Studio 2 headphone kit","7 x DT150 headphones with level boxes.",,,,P.A.T.S,,"Studio 2 Floor","Headphones and Headphone amps",,,
618,No,No,No,No,No,No,Yes,DMM00128,0,No,"Studio 2 Recording Kit","Contains
 Drum Tuning Key
 High Hat Clutch
 6x Felts
 3x Wing Nuts
 2x TRS Jack to Jack Leads
 1x Kit contents sheet
1 x Drum Dampening (snare weight)",,,,P.A.T.S,,B6,"Musical Instruments",,,
619,No,No,No,No,No,No,Yes,Studio3,1,No,"Studio 3 (50)","Key Number: 50",,,"Stag Hill",PATS,,,"PATS Studios, PATS Studio 3",,,
620,No,No,No,No,Yes,Yes,Yes,DMM00892,0,No,"Studio one Remote controls","Remotes for projector screen and projector in Studio One.",,,"Stagg Hill",P.A.T.S,PA16,,Stock,,,
621,No,No,No,No,No,No,Yes,"DMM01068, DMM01069, DMM01070",0,No,"Studio Pro SP-5H Headphones No. 1","Closed back, circumaural headphone with detachable cables (1 x 3.5mm mini-jack & 1 x 6.3mm stereo jack)
Gold plated 40 mm transducer
Impedance: 70 Ohm
Frequency Response: 8 Hz - 38 kHz
Sensitivity @ 1 mW per ear: 95 dB",,,,PATS,PA16,C1,"Headphones and Headphone amps",,,
622,No,No,No,No,No,No,Yes,DMM00922,0,No,"Surround microphone tree","8-channel microphone tree (45 degree spacing)",,,,,,,"Research equipment, Trees & stereo bars",,,
623,No,No,No,No,No,No,Yes,SynthLab,1,No,"Synth Lab (Project Room)","Moog Room Note: Only bookable after bookie has had induction for room.",,,"Stag Hill",PATS,PA14,,"PATS Rooms",,,
624,No,No,No,No,No,No,Yes,DMM00105,0,No,"Tascam DA3000 Location Kit 1","Kit of 2 x Tascam DA3000 digital recorders. SD cards available in the Mobile Boxes.",,,,P.A.T.S,,,"Portable Recorders",,,
625,No,No,No,No,No,No,Yes,DMM00106,0,No,"Tascam DA3000 Location Kit 2","Kit of 2 x Tascam DA3000 digital recorders. SD cards available in the Mobile Boxes.",,,,P.A.T.S,,,"Portable Recorders",,,
626,No,No,No,No,No,No,Yes,DMM00111,0,No,"Tascam DA88","8-channel DTRS recorder.",,,,P.A.T.S,,,"Portable Recorders",,,
627,No,No,No,No,No,No,Yes,DMM01065,0,No,"Tascam DR-07X Recorder kit","Tascam DR-07X (DR07X) Stereo Handheld Digital Audio Recorder with USB Audio Interface. Comes with:
Hard carry case
USB Lead
32GB Micro SD Card & adaptor
Windshield
Suspension Arm 
2 x AA Batteries",,,,P.A.T.S,PA16,J4,"Portable Recorders",,,
628,No,No,No,No,No,No,Yes,"DMM00364, DMM00365, DMM00366, DMM00367, DMM00368, DMM00369, DMM00370, DMM00371, DMM00372, DMM00373",0,No,"Tascam DR-60D Audio Recorder","serial - 0110368

found next to batteries",,,,P.A.T.S,PA16,,"Portable Recorders",,,
629,No,No,No,No,No,No,No,DMM00107,0,No,"Tascam HDP2 no. 1","Compact flash card stereo recorder.",,,,P.A.T.S,,B0,"Portable Recorders",,,
630,No,No,No,No,No,No,Yes,DMM00108,0,No,"Tascam HDP2 no. 2","Compact flash card stereo recorder.",,,,P.A.T.S,,B0,"Portable Recorders",,,
631,No,No,No,No,No,No,Yes,DMM00109,0,No,"Tascam HDP2 no. 3","Compact flash card stereo recorder.",,,,P.A.T.S,,B0,"Portable Recorders",,,
632,No,No,No,No,No,No,No,DMM00110,0,No,"Tascam HDP2 no. 4","Compact flash card stereo recorder.",,,,P.A.T.S,,B0,"Portable Recorders",,,
633,No,No,No,No,No,No,Yes,DMM00162,0,No,"Tascam MH40","4-output headphone amp.",,,,P.A.T.S,,,"Headphones and Headphone amps",,,
634,No,No,No,No,Yes,Yes,Yes,TB7,1,No,"TB07 - Listening room (49)","Please Contact the Stores Manager for Bookings",,,"Stag Hill","Teaching Block",,,Other,,,
635,No,No,No,No,No,No,Yes,DMM01026,0,No,"Teenage Engineering OP-1 Sampling Synthesizer","Comes with mini USB lead
Manual:
https://teenage.engineering/guides/op-1",,,,P.A.T.S,PA16,K5,"Computer Interfaces & Peripherals",,"UOS / CMT",
636,No,No,No,No,No,No,Yes,DMM00205,0,No,"Tree kit no. 1","Eddie's Decca tree mounting kit.",,,,P.A.T.S,,,"Trees & stereo bars",,,
637,No,No,No,No,No,No,No,DMM00206,0,No,"Tree kit no. 2","Eddie's Decca tree mounting kit.",,,,P.A.T.S,,,"Trees & stereo bars",,,
638,No,Yes,No,Yes,Yes,Yes,Yes,TV_ALLGAL,1,No,"TV Studio - All Control Rooms","Booking this automatically books:
Gallery
Vision
Sound",,,"Stag Hill",AC,,,"TV Studio Rooms",,,
639,No,No,No,No,No,No,Yes,TV_PCR,1,No,"TV Studio - Production Control Room (07cAC01",,,,,,,,,,,
640,No,Yes,No,Yes,Yes,Yes,Yes,TV_SCR,1,No,"TV Studio - Sound Control Room (07bAC01)",,,,"Stag Hill",AC,,,"TV Studio Rooms",,,
641,No,Yes,No,Yes,Yes,Yes,Yes,TV_STD,1,No,"TV Studio - Studio Floor (07AC01)",,,,"Stag Hill",AC,07,,"TV Studio Rooms",,,
642,No,Yes,No,Yes,Yes,Yes,Yes,TV_VCR,1,No,"TV Studio - Vision Control Room (07aAC01)",,,,"Stag Hill",AC,,,"TV Studio Rooms",,,
643,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00911,0,No,"UltraSync One","2 x UltraSync ONE unit
2 x USB C charging lead (also for firmware updates)
1 x Dual charger plug
2 x Locking DIN 1.0/2.3 connector to RA BNC (blue) for LTC
2 x Locking DIN 1.0/2.3 connector to RA BNC (red) for genlock",,,"Stag Hill",AC,04AC01,,"Timecode Systems",,FPBE,
644,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00912,0,No,"UltraSync One No.2","2 x UltraSync ONE unit
2 x USB C charging lead (also for firmware updates)
1 x Dual charger plug
2 x Locking DIN 1.0/2.3 connector to RA BNC (blue) for LTC
2 x Locking DIN 1.0/2.3 connector to RA BNC (red) for genlock",,,"Stag Hill",AC,04AC01,,"Timecode Systems",,FPBE,
645,No,Yes,No,Yes,No,Yes,Yes,VanA,0,No,"Van A (BP17 YKA)",,,,,P.A.T.S,,,Vans,,,
646,No,Yes,No,Yes,No,Yes,Yes,VanB,0,No,"Van B (BP17 YKB)",,,,,P.A.T.S,,,Vans,,,
647,No,No,No,No,No,No,Yes,DMM00833,0,No,"VariCam LT","Note:Only bookable by tutors for the moment",,,,"AC (Lewis Carroll)",,,Camcorders,,"FASS / DMA",
648,No,No,No,No,No,No,Yes,DMM00782,0,No,Vibraphone,,,,,P.A.T.S,PA02,,"Musical Instruments",,,
649,No,No,No,No,No,No,Yes,DMM01084,0,No,"Victory - Sheriff 22 Head.","When booking this amp please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please return this amp to PA17 when your booking is finished.
Comes with speaker cable and foot switch for channel select.
Head and cab are booked separately.",,,,P.A.T.S,PA17,"Inner Store","Monitors and Amps, Performance equipment",,,
650,No,No,No,No,No,No,Yes,DMM01092,0,No,"Victory -  V212-VB Gold Cab","When booking this amp please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please return this amp to PA17 when your booking is finished.
Comes with 2 x Celestion Gold Anniversary speakers in an open-back design. 
Head and cab are booked separately.
16 Ohms only.",,,,P.A.T.S,PA17,"Inner Store","Monitors and Amps, Performance equipment",,,
651,No,No,No,No,No,No,Yes,DMM01085,0,No,"Victory -  V212-VH Cab","When booking this amp please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please return this amp to PA17 when your booking is finished.
Comes with a mix of Celestion Vintage 30 & G12H Anniversary speakers in a closed-back design. 
Head and cab are booked separately.
16 Ohms only.",,,,P.A.T.S,PA17,"Inner Store","Monitors and Amps, Performance equipment",,,
652,No,No,No,No,No,No,Yes,DMM01091,0,No,"Victory - VC35 Copper Head","When booking this amp please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). Please return this amp to PA17 when your booking is finished.
Comes with speaker cable and foot switch for channel select.
Head and cab are booked separately.",,,,P.A.T.S,PA17,"Inner Store","Monitors and Amps, Performance equipment",,,
653,No,No,No,No,No,No,Yes,DMM00712,0,No,"Vinten Pro Touch Large tripod",,,,,P.A.T.S,"LTC Store",,"Tripods & Mounts",,,
654,No,Yes,No,Yes,Yes,Yes,Yes,DMM01119,0,No,"Vinten PT 117 Tripod","Vinten PT117 Pro Touch Tripod with Pro 5 fluid head.",,,,P.A.T.S,PA16,,"Tripods & Mounts",,,
655,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01064,0,No,"Vinten Vision 5LF Tripod","Vinten Vision 5LF Tripod System (for use with Sony FS5).",,,"Stag Hill",AC,04AC01,,"Tripods & Mounts",,FPBE,
656,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00889,0,No,"Vinten Vision Blue Tripod","Vinten VB-FT Vision Blue Flowtech Carbon Fibre Tripod System (For use with Sony FS5)",,,"Stag Hill",AC,04AC01,,"Tripods & Mounts",,FPBE,
657,No,No,No,No,No,No,Yes,DMM01090,0,No,Violin,"When booking this instrument please email DMM stores (m10059@surrey.ac.uk) to get the current door codes to PA17 (you will not be able to access it without the codes). 
The clarinet is situated on the left-hand shelving in the inner-store.
Please return the instrument to PA17 when your booking is finished.",,,,P.A.T.S,PA17,,"Musical Instruments",,,
658,No,No,No,No,No,No,Yes,DMM00195,0,No,"VRM box No1","Focusrite VRM Virtual Reference Monitoring Box Headphone Amp 
USB Audio
Manual: https://www.manualslib.com/manual/499662/Focusrite-Vrm-Box.html

Comes with USB cable",,,,,,B1,"Headphones and Headphone amps, Research equipment",,,
659,No,No,No,No,No,No,Yes,DMM00196,0,No,"VRM box No2","Focusrite VRM Virtual Reference Monitoring Box Headphone Amp 
USB Audio
Manual: https://www.manualslib.com/manual/499662/Focusrite-Vrm-Box.html

Comes with USB cable",,,,,,B1,"Headphones and Headphone amps, Research equipment",,,
660,No,No,No,No,No,No,Yes,"DMM00816, DMM00817",0,No,"Wacom graphics tablet ","NOTE: This item is kept in 11NC01, NOT in the PATS Store.",,,,,,,"Computer Interfaces & Peripherals",,,
661,No,No,No,No,No,No,Yes,DMM00180,0,No,"Wacom graphics tablet screen","Wacom video display with built-in graphics tablet.",,,,,"09 BC 03",,"Research equipment",,,
662,No,No,No,No,No,No,Yes,DMM01267,0,No,"WD Elements 1TB HD #1","1TB External Hard Drive 
Comes with USB-A cable",,,,PATS,PA16,,"Hard Drives",,,
663,No,No,No,No,No,No,Yes,DMM01276,0,No,"WD Elements 1TB HD #10","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
664,No,No,No,No,No,No,Yes,DMM01268,0,No,"WD Elements 1TB HD #2","1TB External Hard Drive 
Comes with USB-A cable",,,,PATS,PA16,,"Hard Drives",,,
665,No,No,No,No,No,No,Yes,DMM01269,0,No,"WD Elements 1TB HD #3","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
666,No,No,No,No,No,No,Yes,DMM01270,0,No,"WD Elements 1TB HD #4","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
667,No,No,No,No,No,No,Yes,DMM01271,0,No,"WD Elements 1TB HD #5","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
668,No,No,No,No,No,No,Yes,DMM01272,0,No,"WD Elements 1TB HD #6","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
669,No,No,No,No,No,No,Yes,DMM01273,0,No,"WD Elements 1TB HD #7","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
670,No,No,No,No,No,No,Yes,DMM01274,0,No,"WD Elements 1TB HD #8","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
671,No,No,No,No,No,No,Yes,DMM01275,0,No,"WD Elements 1TB HD #9","1TB External Hard Drive 
Comes with USB-A cable
No Box",,,,PATS,PA16,,"Hard Drives",,,
672,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM00930,0,No,"Westcott Fast Flags",,,,"Stagg Hill",P.A.T.S,,,Stock,,FPBE,
673,No,No,No,No,No,No,Yes,DMM00177,0,No,"XL2 SPL meter","XL2 SPL Meter with Minirator MR-Pro.
Comes with manuals, MA220 measuring microphone and laser measure.
You must consult the technicians for access to this piece of equipment",,,,,"Technical Store",,"Research equipment",,,
674,No,No,No,No,No,No,Yes,DMM00191,0,No,"XSens head tracker",,,,,,"09 BC 03",,"Research equipment",,,
675,No,No,No,No,No,No,Yes,DMM00117,0,No,"Yamaha 03D no. 1","Digital mixer with 8 mic inputs.",,,,P.A.T.S,,,"Portable Consoles",,,
676,No,No,No,No,No,No,Yes,"DMM00433, DMM00434, DMM00435, DMM00436, DMM00437, DMM00438, DMM00439, DMM00440",0,No,"Yamaha MSR 100 Monitor No. 1","Active Monitor

Speaker type: 2-way powered speaker
Frequency response: -10dB	55Hz-20kHz
Components:
- LF	8"" (20cm) cone
- HF	1 (2.54cm) driver + Horn
Output power: 100W
Maximum output level (1m; on axis): 112dB SPL
I/O connectors:
- Input 1: XLR-3-31 type(-50dB/+4dB)
- Input 2,3: Phone jack (-10dB)
- Link Output: Phone jack (-10dB; Pre-EQ)
Power consumption: 70W
Dimensions:
- W	275mm; 10-7/8in
- H	455.5mm; 17-7/8in
- D	255mm; 10in
Net weight: 11kg; 24.3in

URL: http://www.yamahaproaudio.com/global/en/products/speakers/msr100/",,,,P.A.T.S,,,"Performance equipment",,,
677,No,No,No,No,No,No,Yes,DMM00852,0,No,"Zhiyun Crane 2","3-axis stabiliser supporting load up to 3.2 kg. OLED display helps you identify connection status, battery level, camera settings. Battery life of 18 hours.",,,,Nodus,11NC01,,"Tripods & Mounts",,"FASS / DMA",
678,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01113,0,No,"Zhiyun Crane-M Gimbal Stabilizer","Comes with case and attachable mini-tripod

360° unlimited rotation separately in 3 axes under locking mode. 
Inversion and handheld shooting are available
Tool-less mounting system makes it possible to complete balance adjustment within 1 minute
Support Sony Cams Zoom in and Zoom out System/Photograph/Recording by plugging into a Zhiyun Control Cable
APP and Bluetooth connecting for convenient control. 
Face Tracking and Modes Switch in video/photo are available by APP
12 hours running time with 26500 lithium batteries. 
Three 32-bit MCUs make Crane-M act quickly and precisely",,,"Stag Hill",AC,04AC01,,,,,
679,No,Yes,No,Yes,Yes,Yes,Yes,DMM00832,0,No,"Zoom F4","6-input/8-track multitrack field recorder with integrated mixer
6 discrete inputs, including with 4 locking Neutrik XLR/TRS combo connectors, 
a stereo 3.5mm input, and Zoom mic capsule input
Input 5/6 can be used as a camera return for monitoring only",,,,,,H5,"Portable Recorders",,,
680,Yes,Yes,No,Yes,Yes,Yes,Yes,DMM01104,0,No,"Zoom H1 Handy Recorder","Comes with protective case and 2GB Micro SD card",,,"Stag Hill",AC,04AC01,,"Portable Recorders",,,
681,No,No,No,No,No,No,Yes,DMM01130,0,No,"Zoom H3-VR Handy Recorder","360º VR Audio Recorder, all in one 4 capsule ambisonic mic, recorder and decoder. Up to 24bit/96kHz recording.
Comes with:
Foam windshield
Dead cat windshield
Dual mounting bracket
Requires 2 x AA batteries",,,,P.A.T.S,PA16,C2,"Portable Recorders",,,
682,No,No,No,No,No,No,Yes,DMM00968,0,No,"Zoom H4n Kit 1","Reserved for Assessment Recording",,,,P.A.T.S,PA16,J2,"Portable Recorders",,,
683,No,No,No,No,No,No,Yes,DMM00374,0,No,"Zoom H4n Kit 2","Reserved for Assessment Recording",,,,P.A.T.S,PA16,J2,"Portable Recorders",,,
